2020-10-21T12:55:19.657576+00:00,app[web.1]:,AB_TESTING:,A,1603284905370,1603284919528,mp3,qhlyrhvzh
2020-10-21T12:55:21.255463+00:00,app[web.1]:,AB_TESTING:,A,1603284905370,1603284921125,mp3,qhlyrhvzh
2020-10-21T12:55:23.985411+00:00,app[web.1]:,AB_TESTING:,C,1603284923850,0,0,qhlyrhvzh
2020-10-21T12:55:27.511872+00:00,app[web.1]:,AB_TESTING:,A,1603284927377,0,0,qhlyrhvzh
2020-10-21T13:06:06.706684+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,0,0,pqixfxqu
2020-10-21T13:06:08.644534+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285568546,mp1,pqixfxqu
2020-10-21T13:06:08.857790+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285568760,mp1,pqixfxqu
2020-10-21T13:06:09.069500+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285568972,mp1,pqixfxqu
2020-10-21T13:06:09.283870+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285569183,mp1,pqixfxqu
2020-10-21T13:06:09.502089+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285569405,mp1,pqixfxqu
2020-10-21T13:06:09.715023+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285569616,mp1,pqixfxqu
2020-10-21T13:06:09.929177+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285569832,mp1,pqixfxqu
2020-10-21T13:06:10.140715+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285570041,mp1,pqixfxqu
2020-10-21T13:06:10.350923+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285570253,mp1,pqixfxqu
2020-10-21T13:06:10.857227+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285570757,mp2,pqixfxqu
2020-10-21T13:06:11.069647+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285570970,mp2,pqixfxqu
2020-10-21T13:06:11.289896+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285571190,mp2,pqixfxqu
2020-10-21T13:06:11.502112+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285571403,mp2,pqixfxqu
2020-10-21T13:06:11.719566+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285571621,mp2,pqixfxqu
2020-10-21T13:06:11.934684+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285571836,mp2,pqixfxqu
2020-10-21T13:06:12.148543+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285572047,mp2,pqixfxqu
2020-10-21T13:06:12.364583+00:00,app[web.1]:,AB_TESTING:,A,1603285566476,1603285572260,mp2,pqixfxqu
2020-10-21T13:06:13.350396+00:00,app[web.1]:,AB_TESTING:,C,1603285573249,0,0,pqixfxqu
2020-10-21T13:07:36.582421+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,0,0,qvdwhkba
2020-10-21T13:07:39.088176+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285658956,mp4,qvdwhkba
2020-10-21T13:07:39.377550+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285659233,mp4,qvdwhkba
2020-10-21T13:07:39.672475+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285659524,mp4,qvdwhkba
2020-10-21T13:07:39.954363+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285659821,mp4,qvdwhkba
2020-10-21T13:07:40.211900+00:00,app[web.1]:,AB_TESTING:,A,1603285660085,0,0,ztwegukupi
2020-10-21T13:07:40.233370+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285660099,mp4,qvdwhkba
2020-10-21T13:07:40.512146+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285660380,mp4,qvdwhkba
2020-10-21T13:07:40.797963+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285660664,mp4,qvdwhkba
2020-10-21T13:07:41.080125+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285660946,mp3,qvdwhkba
2020-10-21T13:07:41.360908+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285661226,mp3,qvdwhkba
2020-10-21T13:07:41.641995+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285661506,mp3,qvdwhkba
2020-10-21T13:07:41.919503+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285661787,mp3,qvdwhkba
2020-10-21T13:07:42.614312+00:00,app[web.1]:,AB_TESTING:,A,1603285660085,1603285662500,mp4,ztwegukupi
2020-10-21T13:07:42.845852+00:00,app[web.1]:,AB_TESTING:,A,1603285660085,1603285662732,mp4,ztwegukupi
2020-10-21T13:07:43.069744+00:00,app[web.1]:,AB_TESTING:,A,1603285660085,1603285662955,mp4,ztwegukupi
2020-10-21T13:07:43.291049+00:00,app[web.1]:,AB_TESTING:,A,1603285660085,1603285663179,mp4,ztwegukupi
2020-10-21T13:07:43.923037+00:00,app[web.1]:,AB_TESTING:,A,1603285660085,1603285663805,mp4,ztwegukupi
2020-10-21T13:07:44.763502+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285664620,mp1,qvdwhkba
2020-10-21T13:07:45.046046+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285664910,mp1,qvdwhkba
2020-10-21T13:07:45.757505+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285665622,mp2,qvdwhkba
2020-10-21T13:07:46.053994+00:00,app[web.1]:,AB_TESTING:,A,1603285656236,1603285665904,mp2,qvdwhkba
2020-10-21T13:07:46.641883+00:00,app[web.1]:,AB_TESTING:,C,1603285666523,0,0,ztwegukupi
2020-10-21T13:07:49.056677+00:00,app[web.1]:,AB_TESTING:,C,1603285668922,0,0,qvdwhkba
2020-10-21T13:07:50.809049+00:00,app[web.1]:,AB_TESTING:,A,1603285670673,0,0,qvdwhkba
2020-10-21T13:08:40.811639+00:00,app[web.1]:,AB_TESTING:,B,1603285694575,0,0,kpnywhcvwn
2020-10-21T13:08:45.973173+00:00,app[web.1]:,AB_TESTING:,B,1603285694575,1603285699910,mp1,kpnywhcvwn
2020-10-21T13:08:48.101829+00:00,app[web.1]:,AB_TESTING:,B,1603285694575,1603285702022,mp1,kpnywhcvwn
2020-10-21T13:08:50.474221+00:00,app[web.1]:,AB_TESTING:,B,1603285694575,1603285704416,mp2,kpnywhcvwn
2020-10-21T13:08:52.970043+00:00,app[web.1]:,AB_TESTING:,B,1603285694575,1603285706908,mp3,kpnywhcvwn
2020-10-21T13:08:55.383664+00:00,app[web.1]:,AB_TESTING:,B,1603285694575,1603285709325,mp4,kpnywhcvwn
2020-10-21T13:08:58.694711+00:00,app[web.1]:,AB_TESTING:,B,1603285694575,1603285712128,mp4,kpnywhcvwn
